"","term","taxon","rank","formula","estimate","std.error","statistic","p.value","p.adj.BY.rank","avg_abundance","prevalence"
"259","studyBEECH children","F0332","Genus","`F0332`~study",0.400208051560719,0.490013455207562,0.816728698584812,0.415649821391766,1,3.44683021902567e-05,0.109375
"260","studyBEED","F0332","Genus","`F0332`~study",-0.843414437822377,0.648027549231885,-1.30151015774265,0.195496784766159,1,3.44683021902567e-05,0.109375
"261","studySEEM","F0332","Genus","`F0332`~study",-0.709554004577121,0.557126750763673,-1.27359528797443,0.205189062786284,1,3.44683021902567e-05,0.109375
"262","studyBEECH children","Afipia","Genus","`Afipia`~study",0.2256986001562,0.293549469947692,0.768860526971546,0.4434380660507,1,9.74942912194175e-06,0.0390625
"263","studyBEED","Afipia","Genus","`Afipia`~study",-0.19231032531536,0.388210041105798,-0.495376999439718,0.621210768721616,1,9.74942912194175e-06,0.0390625
"264","studySEEM","Afipia","Genus","`Afipia`~study",-0.0653147353557538,0.333754636005008,-0.195696863233306,0.845167766554164,1,9.74942912194175e-06,0.0390625
"265","studyBEECH children","Amnipila","Genus","`Amnipila`~study",-1.97914142448251,0.417155402525558,-4.74437442857102,5.65412602946322e-06,0.000466452733610293,3.5019167504243e-05,0.0703125
"266","studyBEED","Amnipila","Genus","`Amnipila`~study",-2.11313435293047,0.551675041316919,-3.83039687256132,0.000202087969908627,0.0111433307304074,3.5019167504243e-05,0.0703125
"267","studySEEM","Amnipila","Genus","`Amnipila`~study",-2.11313435293046,0.474289902660187,-4.4553644112564,1.84809755956183e-05,0.00132890839941346,3.5019167504243e-05,0.0703125
"268","studyBEECH children","Trichococcus","Genus","`Trichococcus`~study",0.571184399776259,0.360450852276945,1.58463878270262,0.115595492198977,1,0.000134918819571964,0.0234375
"269","studyBEED","Trichococcus","Genus","`Trichococcus`~study",4.43727016314113e-18,0.476685037802953,9.3085996229136e-18,1,1,0.000134918819571964,0.0234375
"270","studySEEM","Trichococcus","Genus","`Trichococcus`~study",1.55214641117062e-14,0.40981897538709,3.78739517784543e-14,0.99999999999997,1,0.000134918819571964,0.0234375
"271","studyBEECH children","Bradyrhizobium","Genus","`Bradyrhizobium`~study",0.638805567544187,0.508779120740071,1.25556561089806,0.21163431071642,1,9.69372005238277e-05,0.171875
"272","studyBEED","Bradyrhizobium","Genus","`Bradyrhizobium`~study",2.93950116788735e-15,0.672844558061951,4.36876709882923e-15,0.999999999999996,1,9.69372005238277e-05,0.171875
"273","studySEEM","Bradyrhizobium","Genus","`Bradyrhizobium`~study",3.80852786924541,0.578462602163133,6.58387915658437,1.16433209467051e-09,1.60922959868837e-07,9.69372005238277e-05,0.171875
"274","studyBEECH children","Pelomonas","Genus","`Pelomonas`~study",0.198660712494287,0.379885990524067,0.522948246183616,0.601943449961913,1,3.46693061888758e-05,0.0625
"275","studyBEED","Pelomonas","Genus","`Pelomonas`~study",-2.57206352190143e-15,0.502387403469486,-5.11968155279923e-15,0.999999999999996,1,3.46693061888758e-05,0.0625
"276","studySEEM","Pelomonas","Genus","`Pelomonas`~study",1.52031261428715,0.431915991922433,3.51992665870121,0.000604482885721135,0.0291087532105081,3.46693061888758e-05,0.0625
"277","studyBEECH children","Aeromonas","Genus","`Aeromonas`~study",-0.779222173425618,0.347887004712402,-2.23987146076296,0.02688063323828,0.758804702075959,2.08345061208815e-05,0.046875
"278","studyBEED","Aeromonas","Genus","`Aeromonas`~study",-0.564343059497144,0.460069740284797,-1.22664676696146,0.222279462740706,1,2.08345061208815e-05,0.046875
"279","studySEEM","Aeromonas","Genus","`Aeromonas`~study",-0.703109976547084,0.395534356268297,-1.77762049087375,0.0779175301205228,1,2.08345061208815e-05,0.046875
"280","studyBEECH children","Sarcina","Genus","`Sarcina`~study",-0.797446842589867,0.454630964169994,-1.75405307917322,0.081891948170892,1,0.000114033612722543,0.0546875
"281","studyBEED","Sarcina","Genus","`Sarcina`~study",-0.658790040426185,0.601235305653426,-1.09572747014616,0.275321649179723,1,0.000114033612722543,0.0546875
"282","studySEEM","Sarcina","Genus","`Sarcina`~study",-0.716990903534595,0.516898197738868,-1.38710273448624,0.167898662601177,1,0.000114033612722543,0.0546875
"283","studyBEECH children","Cnuella","Genus","`Cnuella`~study",0.303900617410724,0.243762257519719,1.24670907015267,0.214854064673534,1,1.11782504615127e-05,0.0234375
"284","studyBEED","Cnuella","Genus","`Cnuella`~study",-9.95143624545195e-17,0.322368001647676,-3.08698015764236e-16,1,1,1.11782504615127e-05,0.0234375
"285","studySEEM","Cnuella","Genus","`Cnuella`~study",0.108072466891955,0.277148460001477,0.389944316816262,0.697246707723139,1,1.11782504615127e-05,0.0234375
"286","studyBEECH children","Brevundimonas","Genus","`Brevundimonas`~study",0.300362393350443,0.289785034490626,1.03650070776916,0.301985676863887,1,1.26765323972169e-05,0.0625
"287","studyBEED","Brevundimonas","Genus","`Brevundimonas`~study",-6.12396076643197e-16,0.383231692332801,-1.5979786872934e-15,0.999999999999999,1,1.26765323972169e-05,0.0625
"288","studySEEM","Brevundimonas","Genus","`Brevundimonas`~study",0.681146999607918,0.329474615380336,2.06737322941138,0.0407793176239998,0.977925603552719,1.26765323972169e-05,0.0625
"289","studyBEECH children","Collinsella","Genus","`Collinsella`~study",-1.2713440870647,0.592084260869394,-2.14723506616762,0.03372074682616,0.873258339550254,0.000132877418721311,0.1171875
"290","studyBEED","Collinsella","Genus","`Collinsella`~study",-2.2765998137903,0.783013014096606,-2.90748655872203,0.00431785845282771,0.157368359712034,0.000132877418721311,0.1171875
"291","studySEEM","Collinsella","Genus","`Collinsella`~study",-2.27659981379029,0.673177393254947,-3.38187205423295,0.00096358765245368,0.0436370348264236,0.000132877418721311,0.1171875
"292","studyBEECH children","Weissella","Genus","`Weissella`~study",-0.459506770460182,0.266715837270389,-1.72283271650774,0.0874116982526345,1,7.36967771793252e-06,0.03125
"293","studyBEED","Weissella","Genus","`Weissella`~study",-0.617870288091466,0.352723396737032,-1.75171336465698,0.0822954432186253,1,7.36967771793252e-06,0.03125
"294","studySEEM","Weissella","Genus","`Weissella`~study",-0.617870288091455,0.303245811347613,-2.03752291035996,0.0437255126731964,1,7.36967771793252e-06,0.03125
"295","studyBEECH children","Prevotella_9","Genus","`Prevotella_9`~study",-10.053504673417,0.590601763650306,-17.022476552186,3.04561930624134e-34,8.10303087583007e-31,0.00910146072260049,0.25
"296","studyBEED","Prevotella_9","Genus","`Prevotella_9`~study",-8.68091887108141,0.781052457647759,-11.1143864744055,2.44991049212357e-20,1.37223497714557e-17,0.00910146072260049,0.25
"297","studySEEM","Prevotella_9","Genus","`Prevotella_9`~study",-10.0120602125078,0.671491850031778,-14.9101738346251,1.96680177447264e-29,3.48851993693142e-26,0.00910146072260049,0.25
"298","studyBEECH children","Sphingobium","Genus","`Sphingobium`~study",0.297015882142329,0.336337049144031,0.88308999231047,0.378896500397908,1,1.73003649702994e-05,0.0390625
"299","studyBEED","Sphingobium","Genus","`Sphingobium`~study",1.31673651355876,0.444795283387408,2.96032031529416,0.00368309575806878,0.139986723062066,1.73003649702994e-05,0.0390625
"300","studySEEM","Sphingobium","Genus","`Sphingobium`~study",1.26413700367124e-14,0.382402493971688,3.30577604382684e-14,0.999999999999974,1,1.73003649702994e-05,0.0390625
"301","studyBEECH children","Butyrivibrio","Genus","`Butyrivibrio`~study",-3.41318758370635,0.447713844431529,-7.62359177889649,5.56413135661288e-12,1.13874346792037e-09,4.16976849231087e-05,0.15625
"302","studyBEED","Butyrivibrio","Genus","`Butyrivibrio`~study",-3.7466081233611,0.592087630004474,-6.32779327501367,4.12650664469299e-09,5.42162403761127e-07,4.16976849231087e-05,0.15625
"303","studySEEM","Butyrivibrio","Genus","`Butyrivibrio`~study",-3.59583393543457,0.509033694420481,-7.06403912913529,1.02502852373645e-10,1.75944675885088e-08,4.16976849231087e-05,0.15625
"304","studyBEECH children","Coprococcus","Genus","`Coprococcus`~study",-1.90048463748107,0.434974673188096,-4.3691845862006,2.60667935413834e-05,0.00183714118443134,0.000105890287550606,0.0546875
"305","studyBEED","Coprococcus","Genus","`Coprococcus`~study",-1.90048463748107,0.575240472375649,-3.3038089785866,0.00124698353499968,0.054611777709155,0.000105890287550606,0.0546875
"306","studySEEM","Coprococcus","Genus","`Coprococcus`~study",-1.76662420423581,0.494549738915077,-3.57218711329494,0.000504948890498082,0.0258354455455541,0.000105890287550606,0.0546875
"307","studyBEECH children","Peptoanaerobacter","Genus","`Peptoanaerobacter`~study",-2.18047131729825,0.407729759189335,-5.34783460896637,4.13029093385005e-07,4.36177418271081e-05,2.49371567816603e-05,0.0859375
"308","studyBEED","Peptoanaerobacter","Genus","`Peptoanaerobacter`~study",-2.34344637593942,0.539209921255023,-4.34607429048225,2.85640175216856e-05,0.00196118905511399,2.49371567816603e-05,0.0859375
"309","studySEEM","Peptoanaerobacter","Genus","`Peptoanaerobacter`~study",-2.3434463759394,0.463573302962852,-5.05517975466157,1.50367821027561e-06,0.000142879115167703,2.49371567816603e-05,0.0859375
"310","studyBEECH children","Bosea","Genus","`Bosea`~study",-0.0245933621922756,0.247946721636939,-0.0991880918203344,0.92114910212184,1,1.86538891229581e-05,0.015625
"311","studyBEED","Bosea","Genus","`Bosea`~study",-0.218848915657399,0.327901825255811,-0.66742207209937,0.505742764430236,1,1.86538891229581e-05,0.015625
"312","studySEEM","Bosea","Genus","`Bosea`~study",-0.218848915657385,0.281906037313975,-0.776318654763821,0.439039125775601,1,1.86538891229581e-05,0.015625
"313","studyBEECH children","Geobacillus","Genus","`Geobacillus`~study",0.346637749405288,0.267915664146289,1.29383158879436,0.19812833745018,1,2.56903264221225e-05,0.015625
"314","studyBEED","Geobacillus","Genus","`Geobacillus`~study",2.03732378501535e-18,0.35431013045144,5.75011440519501e-18,1,1,2.56903264221225e-05,0.015625
"315","studySEEM","Geobacillus","Genus","`Geobacillus`~study",1.31473495329363e-14,0.304609969090109,4.31612582221399e-14,0.999999999999966,1,2.56903264221225e-05,0.015625
"316","studyBEECH children","Prevotellaceae NK3B31 group","Genus","`Prevotellaceae NK3B31 group`~study",-1.82223508464044,0.485980812355453,-3.74960294380435,0.000270421502949207,0.0143863119420118,0.000149864405183991,0.0625
"317","studyBEED","Prevotellaceae NK3B31 group","Genus","`Prevotellaceae NK3B31 group`~study",-2.04761881069842,0.642694504523403,-3.18599084990909,0.00182527243507907,0.0773901773658127,0.000149864405183991,0.0625
"318","studySEEM","Prevotellaceae NK3B31 group","Genus","`Prevotellaceae NK3B31 group`~study",-2.04761881069841,0.552541788482925,-3.70581710447713,0.000316096671186588,0.0165712684436626,0.000149864405183991,0.0625
"319","studyBEECH children","Odoribacter","Genus","`Odoribacter`~study",-0.628739671333216,0.402893280289685,-1.56056132502668,0.121175911248089,1,6.90558086539838e-05,0.0703125
"320","studyBEED","Odoribacter","Genus","`Odoribacter`~study",-0.855623216336629,0.532813828382585,-1.60585775135373,0.11084887795266,1,6.90558086539838e-05,0.0703125
"321","studySEEM","Odoribacter","Genus","`Odoribacter`~study",-0.246684366191843,0.458074409522553,-0.538524661198516,0.591180304694927,1,6.90558086539838e-05,0.0703125
"322","studyBEECH children","Comamonas","Genus","`Comamonas`~study",-0.650457331575779,0.483217751263819,-1.34609568848528,0.180727416487162,1,6.64836482180361e-05,0.078125
"323","studyBEED","Comamonas","Genus","`Comamonas`~study",-1.0358448530821,0.63904044219397,-1.62093786979398,0.107571171638587,1,6.64836482180361e-05,0.078125
"324","studySEEM","Comamonas","Genus","`Comamonas`~study",-0.206393611355936,0.549400292608099,-0.375670734313134,0.70780358625735,1,6.64836482180361e-05,0.078125
"325","studyBEECH children","Conchiformibius","Genus","`Conchiformibius`~study",-1.05948705269536,0.685935542166011,-1.54458690003112,0.124994541698972,1,9.92186353042584e-05,0.203125
"326","studyBEED","Conchiformibius","Genus","`Conchiformibius`~study",-0.0853142106698503,0.907128413713862,-0.0940486588007607,0.925222303165845,1,9.92186353042584e-05,0.203125
"327","studySEEM","Conchiformibius","Genus","`Conchiformibius`~study",-0.0410673617377233,0.779882747665355,-0.0526583795585451,0.958088840244192,1,9.92186353042584e-05,0.203125
"328","studyBEECH children","Kingella","Genus","`Kingella`~study",-2.4907155524461,0.715228506078846,-3.48240531701001,0.000687045533643873,0.0323525822363524,0.000132144186453516,0.2265625
"329","studyBEED","Kingella","Genus","`Kingella`~study",-1.07646234489625,0.945867447126999,-1.1380689209317,0.2572858322967,1,0.000132144186453516,0.2265625
"330","studySEEM","Kingella","Genus","`Kingella`~study",-2.80246939407924,0.813187738847857,-3.44627600761644,0.000776476659499086,0.0357724177628261,0.000132144186453516,0.2265625
"331","studyBEECH children","Lachnoclostridium","Genus","`Lachnoclostridium`~study",-1.11358937194579,0.505187699808388,-2.20430816579295,0.0293481841249743,0.784747663444284,7.80298991633154e-05,0.09375
"332","studyBEED","Lachnoclostridium","Genus","`Lachnoclostridium`~study",0.299954716328789,0.668095015615952,0.448970145439934,0.654236862449976,1,7.80298991633154e-05,0.09375
"333","studySEEM","Lachnoclostridium","Genus","`Lachnoclostridium`~study",-0.0323118897704889,0.574379292504941,-0.0562553180313529,0.9552289583059,1,7.80298991633154e-05,0.09375
"334","studyBEECH children","Faucicola","Genus","`Faucicola`~study",-0.12622403501514,0.240918675831785,-0.523927979345497,0.601263834874385,1,8.943703329329e-06,0.015625
"335","studyBEED","Faucicola","Genus","`Faucicola`~study",-0.284603763781831,0.31860745333479,-0.89327402985382,0.373440815772736,1,8.943703329329e-06,0.015625
"336","studySEEM","Faucicola","Genus","`Faucicola`~study",-0.284603763781818,0.273915415256494,-1.03902061705916,0.300816917306161,1,8.943703329329e-06,0.015625
"337","studyBEECH children","UCG-005","Genus","`UCG-005`~study",-2.16279348982546,0.468644683983998,-4.61499631541602,9.66372596421692e-06,0.000750681835455624,9.3509412676096e-05,0.0703125
"338","studyBEED","UCG-005","Genus","`UCG-005`~study",-1.71005505590893,0.619768014113125,-2.75918572267074,0.00667293672469427,0.232835413433562,9.3509412676096e-05,0.0703125
"339","studySEEM","UCG-005","Genus","`UCG-005`~study",-2.06742029192146,0.532831266725273,-3.88006564372173,0.000168600090107187,0.0094435670829115,9.3509412676096e-05,0.0703125
"340","studyBEECH children","Parabacteroides","Genus","`Parabacteroides`~study",-1.08534541723392,0.453269307278461,-2.39448248492843,0.0181411047140262,0.540788418638411,4.44373955829619e-05,0.09375
"341","studyBEED","Parabacteroides","Genus","`Parabacteroides`~study",-1.2355373969856,0.599434556778191,-2.0611714540221,0.0413770097637022,0.987315855272988,4.44373955829619e-05,0.09375
"342","studySEEM","Parabacteroides","Genus","`Parabacteroides`~study",-0.0172542282050209,0.515350045394126,-0.0334805989816599,0.973345170350199,1,4.44373955829619e-05,0.09375
"343","studyBEECH children","Holdemanella","Genus","`Holdemanella`~study",-1.86990448338941,0.463628284194887,-4.03319760060928,9.54896937100861e-05,0.00588954837906533,9.84179269984882e-05,0.0546875
"344","studyBEED","Holdemanella","Genus","`Holdemanella`~study",-1.27414875731839,0.613133981462066,-2.07809189482547,0.0397637689628325,0.959875802976161,9.84179269984882e-05,0.0546875
"345","studySEEM","Holdemanella","Genus","`Holdemanella`~study",-1.8699044833894,0.527127810043955,-3.54734553510556,0.000550160484502541,0.0274879061023108,9.84179269984882e-05,0.0546875
"346","studyBEECH children","Anaerovibrio","Genus","`Anaerovibrio`~study",-2.36164637519029,0.460665236080659,-5.12659994768257,1.10129200910977e-06,0.000106547109212166,0.00013573830805425,0.0703125
"347","studyBEED","Anaerovibrio","Genus","`Anaerovibrio`~study",-1.96785958084278,0.609215442517241,-3.23015380685641,0.00158417873051916,0.0682557264237078,0.00013573830805425,0.0703125
"348","studySEEM","Anaerovibrio","Genus","`Anaerovibrio`~study",-2.36164637519027,0.523758936494275,-4.50903308876732,1.48854630602583e-05,0.0011077918867013,0.00013573830805425,0.0703125
"349","studyBEECH children","[Eubacterium] yurii group","Genus","`[Eubacterium] yurii group`~study",-1.08125354214955,0.509395517089688,-2.12262084347943,0.0357741134314759,0.902169824803785,3.06320636637337e-05,0.1484375
"350","studyBEED","[Eubacterium] yurii group","Genus","`[Eubacterium] yurii group`~study",-0.723339704043259,0.673659723057019,-1.07374640235399,0.285021422118947,1,3.06320636637337e-05,0.1484375
"351","studySEEM","[Eubacterium] yurii group","Genus","`[Eubacterium] yurii group`~study",-1.90411978324747,0.579163421481042,-3.2877072560595,0.00131439413298875,0.0573281139165727,3.06320636637337e-05,0.1484375
"352","studyBEECH children","Sphingopyxis","Genus","`Sphingopyxis`~study",0.681576280295917,0.435259224727863,1.56590886895518,0.119918436356756,1,7.27631660916524e-05,0.0546875
"353","studyBEED","Sphingopyxis","Genus","`Sphingopyxis`~study",0.0444890928513667,0.575616782934034,0.0772894296524798,0.938517872621501,1,7.27631660916524e-05,0.0546875
"354","studySEEM","Sphingopyxis","Genus","`Sphingopyxis`~study",-0.184366157036697,0.494873263245052,-0.372552268893544,0.710117704995039,1,7.27631660916524e-05,0.0546875
"355","studyBEECH children","Thermicanus","Genus","`Thermicanus`~study",-0.0735791153521038,0.261380591977509,-0.281501831468938,0.778794749634203,1,9.50846873972029e-06,0.0234375
"356","studyBEED","Thermicanus","Genus","`Thermicanus`~study",-0.242514321907611,0.345667700827147,-0.701582245975829,0.484254398293731,1,9.50846873972029e-06,0.0234375
"357","studySEEM","Thermicanus","Genus","`Thermicanus`~study",-0.0428168145073114,0.297179839397331,-0.144077117055256,0.885673468596656,1,9.50846873972029e-06,0.0234375
"358","studyBEECH children","Anoxybacillus","Genus","`Anoxybacillus`~study",0.172410267167803,0.274801734579855,0.627398758713813,0.531551482174095,1,2.06783083659003e-05,0.015625
"359","studyBEED","Anoxybacillus","Genus","`Anoxybacillus`~study",3.06198038321599e-17,0.363416744360668,8.42553468085986e-17,1,1,2.06783083659003e-05,0.015625
"360","studySEEM","Anoxybacillus","Genus","`Anoxybacillus`~study",0.339506051676934,0.312439170524093,1.08663088276492,0.279307769850819,1,2.06783083659003e-05,0.015625
"361","studyBEECH children","Neomicrococcus","Genus","`Neomicrococcus`~study",0.211444277143618,0.230247377173409,0.918335225961642,0.36022622393961,1,3.29427505676289e-05,0.0078125
"362","studyBEED","Neomicrococcus","Genus","`Neomicrococcus`~study",1.12003781801653e-18,0.304494992864128,3.67834560260343e-18,1,1,3.29427505676289e-05,0.0078125
"363","studySEEM","Neomicrococcus","Genus","`Neomicrococcus`~study",1.49045308745911e-14,0.261782552607954,5.69347755459935e-14,0.999999999999955,1,3.29427505676289e-05,0.0078125
"364","studyBEECH children","UBA1819","Genus","`UBA1819`~study",0.0363531141931633,0.285085003218361,0.127516753890132,0.898737976702424,1,2.18718144758986e-05,0.0234375
"365","studyBEED","UBA1819","Genus","`UBA1819`~study",-0.262685442622133,0.377016047202427,-0.696748704919428,0.487264182815834,1,2.18718144758986e-05,0.0234375
"366","studySEEM","UBA1819","Genus","`UBA1819`~study",-0.262685442622119,0.32413085772761,-0.810430220879718,0.419245606985965,1,2.18718144758986e-05,0.0234375
"367","studyBEECH children","Roseburia","Genus","`Roseburia`~study",-2.65482406768673,0.644426040964609,-4.11967223378008,6.88170897514818e-05,0.00441184334052021,0.000270821317270815,0.15625
"368","studyBEED","Roseburia","Genus","`Roseburia`~study",-1.86657729042609,0.852233389817042,-2.19021844570864,0.0303790469710234,0.810276265777486,0.000270821317270815,0.15625
"369","studySEEM","Roseburia","Genus","`Roseburia`~study",-1.03707043119316,0.732688016001585,-1.41543250134299,0.159448384878269,1,0.000270821317270815,0.15625
"370","studyBEECH children","Oxalicibacterium","Genus","`Oxalicibacterium`~study",0.147069395995019,0.16014783255321,0.918335225961643,0.36022622393961,1,3.09517377993877e-06,0.0078125
"371","studyBEED","Oxalicibacterium","Genus","`Oxalicibacterium`~study",1.60208251245457e-18,0.211790526038301,7.5644673178858e-18,1,1,3.09517377993877e-06,0.0078125
"372","studySEEM","Oxalicibacterium","Genus","`Oxalicibacterium`~study",1.50187640506953e-14,0.182082023756718,8.24835079313598e-14,0.999999999999934,1,3.09517377993877e-06,0.0078125
"373","studyBEECH children","Citricoccus","Genus","`Citricoccus`~study",0.339718274807401,0.259588469356978,1.30868014149054,0.193063029236372,1,1.54255971930792e-05,0.015625
"374","studyBEED","Citricoccus","Genus","`Citricoccus`~study",-2.27509628910955e-18,0.343297674417946,-6.6271823511969e-18,1,1,1.54255971930792e-05,0.015625
"375","studySEEM","Citricoccus","Genus","`Citricoccus`~study",1.45724031630302e-14,0.295142263812548,4.93741661217505e-14,0.999999999999961,1,1.54255971930792e-05,0.015625
"376","studyBEECH children","Knoellia","Genus","`Knoellia`~study",-0.112618160594929,0.225412421313175,-0.499609382388309,0.618235501760563,1,6.19371891800939e-06,0.015625
"377","studyBEED","Knoellia","Genus","`Knoellia`~study",-0.262685442622133,0.298100914163933,-0.881196367206294,0.37991638047358,1,6.19371891800939e-06,0.015625
"378","studySEEM","Knoellia","Genus","`Knoellia`~study",-0.262685442622119,0.256285390805822,-1.02497236302145,0.307371606315463,1,6.19371891800939e-06,0.015625
"379","studyBEECH children","Paracoccus","Genus","`Paracoccus`~study",-0.179709688115119,0.320628018376339,-0.560492776099758,0.576154663519774,1,6.65783065701575e-06,0.0546875
"380","studyBEED","Paracoccus","Genus","`Paracoccus`~study",-0.0651730109935266,0.424020578935907,-0.15370247160428,0.878094197914481,1,6.65783065701575e-06,0.0546875
"381","studySEEM","Paracoccus","Genus","`Paracoccus`~study",-0.0152139184474919,0.364541920601221,-0.0417343454557992,0.966777599447823,1,6.65783065701575e-06,0.0546875
"382","studyBEECH children","Oscillibacter","Genus","`Oscillibacter`~study",0.186129199305909,0.264062557564172,0.704867820045543,0.482214351707136,1,1.5606568589846e-05,0.0390625
"383","studyBEED","Oscillibacter","Genus","`Oscillibacter`~study",4.0418141058451e-15,0.349214516874297,1.15740151412434e-14,0.999999999999991,1,1.5606568589846e-05,0.0390625
"384","studySEEM","Oscillibacter","Genus","`Oscillibacter`~study",0.508357032099133,0.300229132752602,1.69323019201483,0.0929224609673732,1,1.5606568589846e-05,0.0390625
"385","studyBEECH children","Jatrophihabitans","Genus","`Jatrophihabitans`~study",0.19613076188653,0.213572077321928,0.918335225961642,0.36022622393961,1,1.87689079368846e-05,0.0078125
"386","studyBEED","Jatrophihabitans","Genus","`Jatrophihabitans`~study",-1.13213007990826e-18,0.282442427611845,-4.00835699324934e-18,1,1,1.87689079368846e-05,0.0078125
"387","studySEEM","Jatrophihabitans","Genus","`Jatrophihabitans`~study",1.45428259802054e-14,0.242823367864078,5.9890553813362e-14,0.999999999999952,1,1.87689079368846e-05,0.0078125
"388","studyBEECH children","Dorea","Genus","`Dorea`~study",-2.74610299062438,0.545577486713618,-5.03338766261418,1.65272299316215e-06,0.000155651565818649,0.000156085847212364,0.09375
"389","studyBEED","Dorea","Genus","`Dorea`~study",-2.35349289067529,0.721509252192594,-3.26190257924381,0.00142956418251385,0.0618444055768833,0.000156085847212364,0.09375
"390","studySEEM","Dorea","Genus","`Dorea`~study",-2.21058266964612,0.620300951396973,-3.56372606662572,0.000519939040107915,0.0262241754010927,0.000156085847212364,0.09375
"391","studyBEECH children","Oceanivirga","Genus","`Oceanivirga`~study",-3.6293186953968,0.607389586201627,-5.97527316543754,2.26457203573382e-08,2.7078711902276e-06,0.000531793760064109,0.09375
"392","studyBEED","Oceanivirga","Genus","`Oceanivirga`~study",-3.81779323272666,0.803253830669781,-4.75291008515111,5.45591074564521e-06,0.000457188612185456,0.000531793760064109,0.09375
"393","studySEEM","Oceanivirga","Genus","`Oceanivirga`~study",-3.81779323272666,0.690578968826206,-5.52839487599203,1.82331945353494e-07,2.04254215547429e-05,0.000531793760064109,0.09375
"394","studyBEECH children","Hyphomicrobium","Genus","`Hyphomicrobium`~study",0.21114588739136,0.293286691491056,0.719929998589107,0.472922904103467,1,1.46134200938004e-05,0.0390625
"395","studyBEED","Hyphomicrobium","Genus","`Hyphomicrobium`~study",-0.19885932125411,0.387862524772451,-0.512705684496785,0.609069331270492,1,1.46134200938004e-05,0.0390625
"396","studySEEM","Hyphomicrobium","Genus","`Hyphomicrobium`~study",-0.0905857631541302,0.333455866846406,-0.271657428045359,0.786337200618391,1,1.46134200938004e-05,0.0390625
"397","studyBEECH children","Tropheryma","Genus","`Tropheryma`~study",-1.07476444272954,0.509666342972847,-2.10876087375227,0.0369771726792513,0.9155274953405,7.2459898081886e-05,0.09375
"398","studyBEED","Tropheryma","Genus","`Tropheryma`~study",-1.39104605119795,0.674017881861572,-2.06381178991277,0.041121637278472,0.98342728890301,7.2459898081886e-05,0.09375
"399","studySEEM","Tropheryma","Genus","`Tropheryma`~study",-1.71936031162382,0.579471340258992,-2.96711880669604,0.0036079674050373,0.13811780815429,7.2459898081886e-05,0.09375
"400","studyBEECH children","Rhodoferax","Genus","`Rhodoferax`~study",0.189483673253362,0.282678793184866,0.670314426910135,0.503903854791475,1,2.46572198410031e-05,0.015625
"401","studyBEED","Rhodoferax","Genus","`Rhodoferax`~study",-9.18594114964796e-17,0.373833909295045,-2.45722523325139e-16,1,1,2.46572198410031e-05,0.015625
"402","studySEEM","Rhodoferax","Genus","`Rhodoferax`~study",0.326898507547175,0.321395087998494,1.01712353347699,0.311075114543529,1,2.46572198410031e-05,0.015625
"403","studyBEECH children","Centipeda","Genus","`Centipeda`~study",-6.24768329786156,0.451688327777325,-13.8318457964262,6.76389309065164e-27,8.99784724276714e-24,0.000113739888061131,0.21875
"404","studyBEED","Centipeda","Genus","`Centipeda`~study",-5.89002855279344,0.597343760575314,-9.86036674614402,2.75923438894763e-17,1.17457419062069e-14,0.000113739888061131,0.21875
"405","studySEEM","Centipeda","Genus","`Centipeda`~study",-6.32138165138582,0.513552531543984,-12.309123727578,3.05215665275806e-23,2.32012109462893e-20,0.000113739888061131,0.21875
"406","studyBEECH children","Rubrobacter","Genus","`Rubrobacter`~study",0.183848473427891,0.227332386682725,0.808720992686705,0.420224586340213,1,1.25225955863634e-05,0.015625
"407","studyBEED","Rubrobacter","Genus","`Rubrobacter`~study",0.31484962377924,0.300640008631273,1.04726455142367,0.297014632641003,1,1.25225955863634e-05,0.015625
"408","studySEEM","Rubrobacter","Genus","`Rubrobacter`~study",1.4206607609519e-14,0.258468318757185,5.49645994442562e-14,0.999999999999956,1,1.25225955863634e-05,0.015625
"409","studyBEECH children","Dactylosporangium","Genus","`Dactylosporangium`~study",0.188253069611249,0.204993845699558,0.918335225961641,0.360226223939611,1,1.40525019903872e-05,0.0078125
"410","studyBEED","Dactylosporangium","Genus","`Dactylosporangium`~study",1.11908489216263e-18,0.271097983176878,4.12797203080808e-18,1,1,1.40525019903872e-05,0.0078125
"411","studySEEM","Dactylosporangium","Genus","`Dactylosporangium`~study",1.35890125044884e-14,0.233070243209481,5.83043648874333e-14,0.999999999999954,1,1.40525019903872e-05,0.0078125
"412","studyBEECH children","SD04E11","Genus","`SD04E11`~study",0.305516865152666,0.236342962254043,1.2926844202971,0.198523729200893,1,1.12550840186871e-05,0.015625
"413","studyBEED","SD04E11","Genus","`SD04E11`~study",-1.92726327591285e-18,0.312556214487655,-6.1661332796471e-18,1,1,1.12550840186871e-05,0.015625
"414","studySEEM","SD04E11","Genus","`SD04E11`~study",1.38896914796295e-14,0.268713002116813,5.16896888881896e-14,0.999999999999959,1,1.12550840186871e-05,0.015625
"415","studyBEECH children","Simonsiella","Genus","`Simonsiella`~study",-0.375302675553641,0.339295033534301,-1.10612487204502,0.270813848412361,1,1.42199362763195e-05,0.046875
"416","studyBEED","Simonsiella","Genus","`Simonsiella`~study",0.0352205498139636,0.448707125714842,0.0784934042619743,0.937562101863658,1,1.42199362763195e-05,0.046875
